entity_type,entity_code,entity_name,source_table,parent_code,level,value_type,description,status,last_verified_at
metric_node,A,个金群,data_account_metric_node,,1,,product=A; local=; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,A05.09,验收E2E指标根,data_account_metric_node,A05,2,,product=A05; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,A05.02,利率费率指标,data_account_metric_node,A05,2,,product=A05; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,A05.03,收入指标,data_account_metric_node,A05,2,,product=A05; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,A05.04,成本支出指标,data_account_metric_node,A05,2,,product=A05; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,A05.05,费用指标,data_account_metric_node,A05,2,,product=A05; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,A05.06,风险指标,data_account_metric_node,A05,2,,product=A05; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,A05.07,税费指标,data_account_metric_node,A05,2,,product=A05; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,A05.08,利润损益结果,data_account_metric_node,A05,2,,product=A05; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B.00,统一业务指标树,data_account_metric_node,B,2,,product=B; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B.01,规模余额指标,data_account_metric_node,B,2,,product=B; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B.09,验收E2E指标根,data_account_metric_node,B,2,,product=B; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,B.02,利率费率指标,data_account_metric_node,B,2,,product=B; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B.03,收入指标,data_account_metric_node,B,2,,product=B; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B.04,成本支出指标,data_account_metric_node,B,2,,product=B; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B.05,费用指标,data_account_metric_node,B,2,,product=B; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B.06,风险指标,data_account_metric_node,B,2,,product=B; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B.07,税费指标,data_account_metric_node,B,2,,product=B; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B.08,利润损益结果,data_account_metric_node,B,2,,product=B; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B01.00,统一业务指标树,data_account_metric_node,B01,2,,product=B01; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B01.01,规模余额指标,data_account_metric_node,B01,2,,product=B01; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B01.09,验收E2E指标根,data_account_metric_node,B01,2,,product=B01; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,B01.02,利率费率指标,data_account_metric_node,B01,2,,product=B01; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B01.03,收入指标,data_account_metric_node,B01,2,,product=B01; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B01.04,成本支出指标,data_account_metric_node,B01,2,,product=B01; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B01.05,费用指标,data_account_metric_node,B01,2,,product=B01; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B01.06,风险指标,data_account_metric_node,B01,2,,product=B01; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B01.07,税费指标,data_account_metric_node,B01,2,,product=B01; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B01.08,利润损益结果,data_account_metric_node,B01,2,,product=B01; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B02.00,统一业务指标树,data_account_metric_node,B02,2,,product=B02; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B02.01,规模余额指标,data_account_metric_node,B02,2,,product=B02; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B02.09,验收E2E指标根,data_account_metric_node,B02,2,,product=B02; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,B02.02,利率费率指标,data_account_metric_node,B02,2,,product=B02; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B02.03,收入指标,data_account_metric_node,B02,2,,product=B02; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B02.04,成本支出指标,data_account_metric_node,B02,2,,product=B02; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B02.05,费用指标,data_account_metric_node,B02,2,,product=B02; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B02.06,风险指标,data_account_metric_node,B02,2,,product=B02; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B02.07,税费指标,data_account_metric_node,B02,2,,product=B02; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,B02.08,利润损益结果,data_account_metric_node,B02,2,,product=B02; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C.00,统一业务指标树,data_account_metric_node,C,2,,product=C; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C.01,规模余额指标,data_account_metric_node,C,2,,product=C; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C.09,验收E2E指标根,data_account_metric_node,C,2,,product=C; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,C.02,利率费率指标,data_account_metric_node,C,2,,product=C; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C.03,收入指标,data_account_metric_node,C,2,,product=C; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C.04,成本支出指标,data_account_metric_node,C,2,,product=C; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C.05,费用指标,data_account_metric_node,C,2,,product=C; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C.06,风险指标,data_account_metric_node,C,2,,product=C; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C.07,税费指标,data_account_metric_node,C,2,,product=C; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C.08,利润损益结果,data_account_metric_node,C,2,,product=C; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C01.00,统一业务指标树,data_account_metric_node,C01,2,,product=C01; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C01.01,规模余额指标,data_account_metric_node,C01,2,,product=C01; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C01.09,验收E2E指标根,data_account_metric_node,C01,2,,product=C01; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,C01.02,利率费率指标,data_account_metric_node,C01,2,,product=C01; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C01.03,收入指标,data_account_metric_node,C01,2,,product=C01; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C01.04,成本支出指标,data_account_metric_node,C01,2,,product=C01; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C01.05,费用指标,data_account_metric_node,C01,2,,product=C01; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C01.06,风险指标,data_account_metric_node,C01,2,,product=C01; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C01.07,税费指标,data_account_metric_node,C01,2,,product=C01; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C01.08,利润损益结果,data_account_metric_node,C01,2,,product=C01; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C02.00,统一业务指标树,data_account_metric_node,C02,2,,product=C02; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C02.01,规模余额指标,data_account_metric_node,C02,2,,product=C02; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C02.09,验收E2E指标根,data_account_metric_node,C02,2,,product=C02; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,C02.02,利率费率指标,data_account_metric_node,C02,2,,product=C02; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C02.03,收入指标,data_account_metric_node,C02,2,,product=C02; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C02.04,成本支出指标,data_account_metric_node,C02,2,,product=C02; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C02.05,费用指标,data_account_metric_node,C02,2,,product=C02; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C02.06,风险指标,data_account_metric_node,C02,2,,product=C02; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C02.07,税费指标,data_account_metric_node,C02,2,,product=C02; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,C02.08,利润损益结果,data_account_metric_node,C02,2,,product=C02; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,CORP.00,统一业务指标树,data_account_metric_node,CORP,2,,product=CORP; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,CORP.01,规模余额指标,data_account_metric_node,CORP,2,,product=CORP; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,CORP.09,验收E2E指标根,data_account_metric_node,CORP,2,,product=CORP; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,CORP.02,利率费率指标,data_account_metric_node,CORP,2,,product=CORP; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,CORP.03,收入指标,data_account_metric_node,CORP,2,,product=CORP; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,CORP.04,成本支出指标,data_account_metric_node,CORP,2,,product=CORP; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,CORP.05,费用指标,data_account_metric_node,CORP,2,,product=CORP; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,CORP.06,风险指标,data_account_metric_node,CORP,2,,product=CORP; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,CORP.07,税费指标,data_account_metric_node,CORP,2,,product=CORP; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,CORP.08,利润损益结果,data_account_metric_node,CORP,2,,product=CORP; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D.00,统一业务指标树,data_account_metric_node,D,2,,product=D; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D.01,规模余额指标,data_account_metric_node,D,2,,product=D; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D.09,验收E2E指标根,data_account_metric_node,D,2,,product=D; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,D.02,利率费率指标,data_account_metric_node,D,2,,product=D; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D.03,收入指标,data_account_metric_node,D,2,,product=D; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D.04,成本支出指标,data_account_metric_node,D,2,,product=D; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D.05,费用指标,data_account_metric_node,D,2,,product=D; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D.06,风险指标,data_account_metric_node,D,2,,product=D; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D.07,税费指标,data_account_metric_node,D,2,,product=D; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D.08,利润损益结果,data_account_metric_node,D,2,,product=D; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D01.00,统一业务指标树,data_account_metric_node,D01,2,,product=D01; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D01.01,规模余额指标,data_account_metric_node,D01,2,,product=D01; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D01.09,验收E2E指标根,data_account_metric_node,D01,2,,product=D01; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,D01.02,利率费率指标,data_account_metric_node,D01,2,,product=D01; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D01.03,收入指标,data_account_metric_node,D01,2,,product=D01; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D01.04,成本支出指标,data_account_metric_node,D01,2,,product=D01; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D01.05,费用指标,data_account_metric_node,D01,2,,product=D01; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D01.06,风险指标,data_account_metric_node,D01,2,,product=D01; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D01.07,税费指标,data_account_metric_node,D01,2,,product=D01; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,D01.08,利润损益结果,data_account_metric_node,D01,2,,product=D01; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E.00,统一业务指标树,data_account_metric_node,E,2,,product=E; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E.01,规模余额指标,data_account_metric_node,E,2,,product=E; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E.09,验收E2E指标根,data_account_metric_node,E,2,,product=E; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,E.02,利率费率指标,data_account_metric_node,E,2,,product=E; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E.03,收入指标,data_account_metric_node,E,2,,product=E; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E.04,成本支出指标,data_account_metric_node,E,2,,product=E; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E.05,费用指标,data_account_metric_node,E,2,,product=E; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E.06,风险指标,data_account_metric_node,E,2,,product=E; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E.07,税费指标,data_account_metric_node,E,2,,product=E; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E.08,利润损益结果,data_account_metric_node,E,2,,product=E; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E01.00,统一业务指标树,data_account_metric_node,E01,2,,product=E01; local=00; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E01.01,规模余额指标,data_account_metric_node,E01,2,,product=E01; local=01; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E01.09,验收E2E指标根,data_account_metric_node,E01,2,,product=E01; local=09; functional_group=; type=GROUP,active,2026-05-31T00:00:00+08:00
metric_node,E01.02,利率费率指标,data_account_metric_node,E01,2,,product=E01; local=02; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E01.03,收入指标,data_account_metric_node,E01,2,,product=E01; local=03; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E01.04,成本支出指标,data_account_metric_node,E01,2,,product=E01; local=04; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E01.05,费用指标,data_account_metric_node,E01,2,,product=E01; local=05; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E01.06,风险指标,data_account_metric_node,E01,2,,product=E01; local=06; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E01.07,税费指标,data_account_metric_node,E01,2,,product=E01; local=07; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
metric_node,E01.08,利润损益结果,data_account_metric_node,E01,2,,product=E01; local=08; functional_group=; type=CATEGORY,active,2026-05-31T00:00:00+08:00
